model name,layer name,total,valid,ratio
ResNet50,layer1.0.conv2,115605504,53761881,2.150325
ResNet50,layer2.3.conv2,115605504,47215861,2.448446
ResNet50,layer3.5.conv2,115605504,26792149,4.314902
ResNet50,layer4.2.conv2,115605504,17496189,6.607468
AlexNet,features.3,223948800,144846820,1.546108
AlexNet,features.6,112140288,50203739,2.233704
AlexNet,features.10,99680256,19512147,5.108626
