model name,layer name,total,valid,ratio
ResNet50,layer1.0.conv2,115605504,46086293,2.508457
ResNet50,layer2.3.conv2,115605504,40751865,2.836815
ResNet50,layer3.5.conv2,115605504,21688515,5.330264
ResNet50,layer4.2.conv2,115605504,12891480,8.967590
AlexNet,features.3,223948800,115080336,1.946021
AlexNet,features.6,112140288,39732769,2.822363
AlexNet,features.10,99680256,14487016,6.880662
