Model Name,Param Name,File Size(Bytes),Comp Ratio(BDI1B),Comp Ratio(BDI2B),Comp Ratio(BDIZV)
GoogLeNet_Imagenet_output,ConvReLU2d_4_output0,240844,1.2152775105764422,1.0104280952311027,1.9123364248507175
GoogLeNet_Imagenet_output,ConvReLU2d_4_output1,240844,1.235605384789528,1.012203245933127,1.865174260839933
GoogLeNet_Imagenet_output,ConvReLU2d_4_output2,240844,1.243644949880616,1.0200013129501355,1.8714137378717632
GoogLeNet_Imagenet_output,ConvReLU2d_50_output0,20070,1.2915122014119458,1.0319655874095246,2.5846908164252724
GoogLeNet_Imagenet_output,ConvReLU2d_50_output1,20070,1.3376961602671107,1.0570697343078013,2.758943635299379
GoogLeNet_Imagenet_output,ConvReLU2d_50_output2,20070,1.2836911246395375,1.0211811485229265,2.739512461964507
GoogLeNet_Imagenet_output,ConvReLU2d_51_output0,60211,1.2446081118823247,0.9937888198757762,2.0983698045422234
GoogLeNet_Imagenet_output,ConvReLU2d_51_output1,60211,1.2809198094376277,0.9940679786513325,2.276858155256671
GoogLeNet_Imagenet_output,ConvReLU2d_51_output2,60211,1.2517458327589746,0.9940679786513325,2.200690459315484
GoogLeNet_Imagenet_output,ConvReLU2d_52_output0,30105,1.716723500791872,1.2316763573826872,4.806455478768016
GoogLeNet_Imagenet_output,ConvReLU2d_52_output1,30105,2.0918487095456224,1.5410625544341403,5.7744822786936245
GoogLeNet_Imagenet_output,ConvReLU2d_52_output2,30105,1.2068567760313746,1.0987726475745174,4.532765733014363
GoogLeNet_Imagenet_output,ConvReLU2d_53_output0,60211,1.3027637170776598,1.0014148980441113,2.0853770559994445
GoogLeNet_Imagenet_output,ConvReLU2d_53_output1,60211,1.4929475228697544,1.070672195625478,2.80592107180961
GoogLeNet_Imagenet_output,ConvReLU2d_53_output2,60211,1.3922743354383686,1.0428511995562333,2.380453061628251
GoogLeNet_Imagenet_output,ConvReLU2d_54_output0,7526,1.4784540204353585,1.0399277827928597,4.229015178256236
GoogLeNet_Imagenet_output,ConvReLU2d_54_output1,7526,1.5765040265277077,1.0957781517523943,4.788489208633055
GoogLeNet_Imagenet_output,ConvReLU2d_54_output2,7526,1.1780530973451304,1.0175986953862861,3.882558817810591
GoogLeNet_Imagenet_output,ConvReLU2d_55_output0,20070,1.3767934156944266,0.9992268362638728,2.3960647698219244
GoogLeNet_Imagenet_output,ConvReLU2d_55_output1,20070,1.4914194244872114,1.0367725073105085,2.979123677801939
GoogLeNet_Imagenet_output,ConvReLU2d_55_output2,20070,1.3812790898121001,1.0395163592018883,2.498067090659679
GoogLeNet_Imagenet_output,ConvReLU2d_56_output0,20070,1.2423138343230118,0.9985792976246848,1.8957579198902195
GoogLeNet_Imagenet_output,ConvReLU2d_56_output1,20070,1.281105106641511,0.9954036125121115,2.279698991422106
GoogLeNet_Imagenet_output,ConvReLU2d_56_output2,20070,1.244136667468887,1.0009243760461684,2.1186953820119223
GoogLeNet_Imagenet_output,ConvReLU2d_5_output0,321126,1.1634408300197794,1.013888998530106,1.9154423772417135
GoogLeNet_Imagenet_output,ConvReLU2d_5_output1,321126,1.1666366155373573,1.0143117759016924,1.8543975004259325
GoogLeNet_Imagenet_output,ConvReLU2d_5_output2,321126,1.1892307813391938,1.02796021827763,1.8800411622027926
GoogLeNet_Imagenet_output,ConvReLU2d_6_output0,40140,1.3216901547620514,1.1587808082704047,1.7080559945090896
GoogLeNet_Imagenet_output,ConvReLU2d_6_output1,40140,1.3365975518361224,1.1594839418062033,1.661907375003882
GoogLeNet_Imagenet_output,ConvReLU2d_6_output2,40140,1.3525627251469374,1.16696959562619,1.6852715131661828
GoogLeNet_Imagenet_output,ConvReLU2d_7_output0,80281,1.4039912355511235,1.136657838457943,2.3168006004467254
GoogLeNet_Imagenet_output,ConvReLU2d_7_output1,80281,1.4303970057478943,1.136577352291395,2.3458692768905296
GoogLeNet_Imagenet_output,ConvReLU2d_7_output2,80281,1.4454094795564136,1.1465634241467488,2.3993721738480502
GoogLeNet_Imagenet_output,ConvReLU2d_8_output0,80281,1.3558016369764079,1.1008902484190888,2.1764412760721212
GoogLeNet_Imagenet_output,ConvReLU2d_8_output1,80281,1.3665276828871162,1.0785936996021932,2.103496063611255
GoogLeNet_Imagenet_output,ConvReLU2d_8_output2,80281,1.386230705953221,1.1118715451434587,2.0626921581793116
GoogLeNet_Imagenet_output,ConvReLU2d_9_output0,321126,1.2181521314902293,1.01001083655363,1.9748050721974757
GoogLeNet_Imagenet_output,ConvReLU2d_9_output1,321126,1.2358379456072421,1.016521063287212,1.972289555335278
GoogLeNet_Imagenet_output,ConvReLU2d_9_output2,321126,1.263527176834994,1.0403671716410778,2.06710288180426
InceptionV3_Imagenet_output,ConvReLU2d_0_output0,1261670,2.0137475968041985,1.6157172412865732,2.0886084043414175
InceptionV3_Imagenet_output,ConvReLU2d_0_output1,1261670,2.16514519563747,1.6742123300168863,2.18581986198204
InceptionV3_Imagenet_output,ConvReLU2d_0_output2,1261670,1.9941213951462093,1.5884240365167106,2.0617378067463985
InceptionV3_Imagenet_output,ConvReLU2d_10_output0,192000,1.2978914334095506,1.022805363335624,1.1167189401639308
InceptionV3_Imagenet_output,ConvReLU2d_10_output1,192000,1.3122115120931055,1.0220376876397317,1.127303872244766
InceptionV3_Imagenet_output,ConvReLU2d_10_output2,192000,1.3112940320754813,1.0205057881812674,1.1266266772874702
InceptionV3_Imagenet_output,ConvReLU2d_11_output0,64000,1.4229534621958502,1.0855921565966684,1.208074277691917
InceptionV3_Imagenet_output,ConvReLU2d_11_output1,64000,1.4605453082834594,1.0951965364409533,1.2350622596814886
InceptionV3_Imagenet_output,ConvReLU2d_11_output2,64000,1.4605453082834594,1.1085706367352592,1.2350622596814886
InceptionV3_Imagenet_output,ConvReLU2d_12_output0,128000,1.2002902264258426,0.9926097105146835,1.0436977068208293
InceptionV3_Imagenet_output,ConvReLU2d_12_output1,128000,1.2193800452742471,0.9922480620155038,1.0581015550166308
InceptionV3_Imagenet_output,ConvReLU2d_12_output2,128000,1.2127384914196382,0.9926097105146835,1.0530970721021833
InceptionV3_Imagenet_output,ConvReLU2d_13_output0,96000,1.1774229155934945,0.9985541767648923,1.0263647443710306
InceptionV3_Imagenet_output,ConvReLU2d_13_output1,96000,1.2003788695807112,1.002967111036817,1.0437647289065748
InceptionV3_Imagenet_output,ConvReLU2d_13_output2,96000,1.197666421831213,1.0005106773248844,1.0417132928313033
InceptionV3_Imagenet_output,ConvReLU2d_14_output0,128000,1.222774168895682,0.9980662466471211,1.0606562810739144
InceptionV3_Imagenet_output,ConvReLU2d_14_output1,128000,1.224247757139851,0.9980662466471211,1.0617648522653746
InceptionV3_Imagenet_output,ConvReLU2d_14_output2,128000,1.2306435039689454,0.9984321495152143,1.0665722305837502
InceptionV3_Imagenet_output,ConvReLU2d_15_output0,128000,1.2212123633440704,1.0065504415453694,1.0594809577956172
InceptionV3_Imagenet_output,ConvReLU2d_15_output1,128000,1.2395593753782834,1.0069225928256764,1.0732627607169059
InceptionV3_Imagenet_output,ConvReLU2d_15_output2,128000,1.227669071251563,1.0013690592607079,1.0643373200942519
InceptionV3_Imagenet_output,ConvReLU2d_16_output0,192000,1.239307343380114,1.0046938038649316,1.0730738115497953
InceptionV3_Imagenet_output,ConvReLU2d_16_output1,192000,1.2525503588850344,1.005930800343693,1.0829882013511969
InceptionV3_Imagenet_output,ConvReLU2d_16_output2,192000,1.2493411677435726,1.0032134179794654,1.080588245225995
InceptionV3_Imagenet_output,ConvReLU2d_17_output0,192000,1.362212957518644,1.0046938038649316,1.1640093757317687
InceptionV3_Imagenet_output,ConvReLU2d_17_output1,192000,1.382058078831297,1.0076677215688128,1.1784690030428437
InceptionV3_Imagenet_output,ConvReLU2d_17_output2,192000,1.3682522715125602,1.0044467695527073,1.1684162482884528
InceptionV3_Imagenet_output,ConvReLU2d_18_output0,128000,1.4171225492706108,1.0921222153016559,1.2038688394304664
InceptionV3_Imagenet_output,ConvReLU2d_18_output1,128000,1.4318534251919506,1.093437665510584,1.2144831864053787
InceptionV3_Imagenet_output,ConvReLU2d_18_output2,128000,1.4484410163416395,1.1005072650674919,1.226395773725189
InceptionV3_Imagenet_output,ConvReLU2d_19_output0,128000,1.1901828511388095,0.9922480620155038,1.0360471563338498
InceptionV3_Imagenet_output,ConvReLU2d_19_output1,128000,1.2054532633762343,0.9947851497229366,1.047599268726604
InceptionV3_Imagenet_output,ConvReLU2d_19_output2,128000,1.1984317397156063,0.9944219145729423,1.042292228612143
InceptionV3_Imagenet_output,ConvReLU2d_1_output0,1216614,1.5241228423898294,1.1495671557100815,1.2802210703173926
InceptionV3_Imagenet_output,ConvReLU2d_1_output1,1216614,1.6374653982542533,1.1628394449879398,1.3592498281142398
InceptionV3_Imagenet_output,ConvReLU2d_1_output2,1216614,1.5288287644388872,1.1410536524332282,1.2835397106888098
InceptionV3_Imagenet_output,ConvReLU2d_20_output0,96000,1.1230779354668887,0.9927303186043864,1.7546184390292934
InceptionV3_Imagenet_output,ConvReLU2d_20_output1,96000,1.127857643218095,0.9938711280437302,1.7754639208623941
InceptionV3_Imagenet_output,ConvReLU2d_20_output2,96000,1.1262945788274215,0.9927303186043864,1.7670974733727398
InceptionV3_Imagenet_output,ConvReLU2d_21_output0,128000,1.1668571545778061,0.9936962394807936,1.0183269008354456
InceptionV3_Imagenet_output,ConvReLU2d_21_output1,128000,1.1817889098805168,0.9966053131520757,1.0296807486905255
InceptionV3_Imagenet_output,ConvReLU2d_21_output2,128000,1.1748697202570944,0.9944219145729423,1.0244241115821948
InceptionV3_Imagenet_output,ConvReLU2d_22_output0,128000,1.2974424925086632,0.9991647607078457,1.1163865706545142
InceptionV3_Imagenet_output,ConvReLU2d_22_output1,128000,1.2943429376781457,1.0006332132052314,1.1140909659625624
InceptionV3_Imagenet_output,ConvReLU2d_22_output2,128000,1.2948585013024454,0.998798320770323,1.114472910907468
InceptionV3_Imagenet_output,ConvReLU2d_23_output0,192000,1.2342881387802727,1.004199856692312,1.0693087503707077
InceptionV3_Imagenet_output,ConvReLU2d_23_output1,192000,1.2440500632959066,1.0061785652522521,1.0766277160142064
InceptionV3_Imagenet_output,ConvReLU2d_23_output2,192000,1.2426551073853032,1.005930800343693,1.075582799918491
InceptionV3_Imagenet_output,ConvReLU2d_24_output0,192000,1.1950833523955353,0.9927303186043867,1.0397585810544614
InceptionV3_Imagenet_output,ConvReLU2d_24_output1,192000,1.214550888970597,0.9932130441979805,1.054463449042848
InceptionV3_Imagenet_output,ConvReLU2d_24_output2,192000,1.2044706563188836,0.9929716227328441,1.0468570774285755
InceptionV3_Imagenet_output,ConvReLU2d_25_output0,128000,1.227205614465686,1.0301562135320674,1.0639889611145283
InceptionV3_Imagenet_output,ConvReLU2d_25_output1,128000,1.2494692196186188,1.0324995361818488,1.0806840392254533
InceptionV3_Imagenet_output,ConvReLU2d_25_output2,128000,1.2560348549672251,1.031717244992544,1.0855921565966684
InceptionV3_Imagenet_output,ConvReLU2d_26_output0,176947,1.1622382297312057,0.9940825742207037,1.0148072561220034
InceptionV3_Imagenet_output,ConvReLU2d_26_output1,176947,1.164829773959309,0.9953970987091619,1.0167824631235585
InceptionV3_Imagenet_output,ConvReLU2d_26_output2,176947,1.1691342246338319,0.9940825742207037,1.0200607350629298
InceptionV3_Imagenet_output,ConvReLU2d_27_output0,128000,1.1914915402937072,0.9922480620155038,1.0370386874168924
InceptionV3_Imagenet_output,ConvReLU2d_27_output1,128000,1.200911003581623,0.992971622732844,1.0441670422540954
InceptionV3_Imagenet_output,ConvReLU2d_27_output2,128000,1.2005561951747956,0.9922480620155038,1.0438987989047217
